almaMmsId	zdbId
99370675020106441; 990108642140206441	1471598-3
990108642760206441; 99370699851106441	1471687-2
990108642770206441; 99370671803706441	1471688-4
99370670724606441; 990108642780206441	1471690-2
99370672920906441; 990056701830206441	1471693-8
99370672927806441; 990108642810206441	1471698-7
99370671806306441; 990108642830206441	1471700-1
990108642860206441; 99370670647606441	1471703-7
99370670724806441; 990108642900206441	1471708-6
99370670724706441; 990108643060206441	1471730-X
99370671806106441; 990108643090206441	1471735-9
99370670725606441; 990108643150206441	1471746-3
99370671690206441; 990108643160206441	1471747-5
99370671807406441; 990108643200206441	1471753-0
990108643290206441; 99370671807006441	1471767-0
990108643350206441; 99370671810006441	1471780-3
990108643410206441; 99370671807906441	1471791-8
99370675258906441; 990108643530206441	1471807-8
99370670643806441; 990108644270206441	1471916-2
990108644330206441; 99370670649406441	1471923-X
990108644350206441; 99370670649106441	1471925-3
990108644390206441; 99370733485906441	1471930-7
99370670643906441; 990108644650206441	1471958-7
99370670724506441; 990108644770206441	1471974-5
99370673817306441; 990056697720206441	1472120-X
990108646170206441; 99370672868406441	1472161-2
990108646310206441; 99370670840006441	1472175-2
990108646470206441; 99370675255706441	1472194-6
99370678540106441; 990108646580206441; 991000004449706485	1472208-2
99370675017306441; 990108646600206441	1472210-0
99370670825706441; 990108646960206441	1472258-6
99370676049306441; 990108647070206441	1472273-2
99370677276706441; 990108647460206441	1472321-9
99370677281706441; 990056673550206441	1472323-2
99370675263406441; 990056673560206441	1472346-3
99370684844706441; 990056650240206441	1472372-4
990056650250206441; 99370699170106441	1472378-5
990056650260206441; 99370694637506441	1472382-7
99370689725606441; 990108647920206441	1472386-4
99370672875006441; 990108647980206441	1472395-5
990108648160206441; 99370678535806441	1472425-X
99370670727506441; 990108648290206441	1472441-8
99370673450706441; 990108648520206441	1472468-6
99370670728506441; 990056673570206441	1472481-9
99370672810606441; 990108648680206441	1472494-7
990056650570206441; 99370689734806441	1472497-2
99370670727706441; 990108648710206441	1472502-2
99370670826006441; 990108649040206441	1472548-4
99370671683406441; 990108649070206441; 991003629279706485	1472552-6
99370672101306441; 990108649260206441	1472576-9
99370672697806441; 990108649270206441	1472578-2
990056650850206441; 99370682181706441	1472623-3
990056673590206441; 99370672928006441	1472655-5
99370670727406441; 990056673600206441	1472677-4
99370671219306441; 990056673610206441; 99370670729706441	1472694-4
99370676062006441; 990108650210206441	1472713-4
99370678536306441; 990108650260206441	1472718-3
99370678532306441; 990108650290206441	1472721-3
99370670729806441; 990056673620206441	1472725-0
990108650330206441; 99370671682206441	1472726-2
99370694115006441; 99370679011006441; 990056673630206441	1472743-2
99370670726906441; 990056673640206441	1472746-8
99370675023706441; 990108650860206441; 991000066659706485	1472799-7
99370673739406441; 990056673650206441	1472855-2
99370676060306441; 990056673660206441	1472862-X
99370675661806441; 990056673670206441	1472867-9
990056673680206441; 99370675663806441	1472875-8
99370677318506441; 990108651410206441	1472881-3
990056673690206441; 99370678442806441	1472887-4
99370675057906441; 990053966710206441	1472891-6
990108651500206441; 99370670646706441	1472893-X
99370695966406441; 990108651790206441	1472927-1
99370671217906441; 990108651830206441	1472933-7
99370675489606441; 990056673720206441	1472943-X
99370670490706441; 990056673730206441	1472948-9
99370672941406441; 990108651970206441	1472959-3
990108652010206441; 99370679280806441	1472964-7
99370673614706441; 990108652050206441	1472968-4
99370676057306441; 990056673740206441	1472999-4
990108652210206441; 99370672866406441	1473005-4
990056673750206441; 99370846061106441; 99370670729406441	1473011-X
990056679670206441; 99370697610706441	1473027-3
99370671214906441; 990108652420206441	1473038-8
990056673760206441; 99371419912606441	1473050-9
99370671686206441; 990108652540206441	1473055-8
99370676021306441; 990108652800206441	1473095-9
99370691961906441; 990108652860206441	1473103-4
99370698976506441; 990056662480206441	1473111-3
99370676016906441; 990108652970206441	1473117-4
990108653130206441; 99370678056806441	1473144-7
990108653170206441; 99370673501606441	1473151-4
99370673525806441; 990108653200206441	1473154-X
99370673522006441; 990108653220206441	1473156-3
99370678532706441; 990108653230206441; 991000064179706485	1473157-5
99370672456606441; 990108653240206441	1473159-9
99370678535006441; 990108653280206441	1473165-4
99370678534906441; 990108653310206441	1473170-8
99370676050106441; 990108653330206441	1473173-3
99370674182506441; 990056724590206441	1473175-7
990056653600206441; 99370695116106441	1473284-1
99370674186906441; 990056721010206441	1473419-9
99370679013206441; 990056673780206441	1473448-5
99370672779006441; 990108655680206441	1473475-8
99370672921706441; 990056711280206441	1473501-5
99370670727106441; 990108656920206441	1473624-X
99370671233106441; 990108656960206441	1473629-9
99370674820506441; 990108657110206441	1473648-2
99370678615706441; 990108657160206441	1473655-X
99370674919906441; 990108657340206441; 991000007879706485	1473676-7
99370703040506441; 990108657630206441	1473724-3
99370675023106441; 990108657650206441	1473727-9
99370670822106441; 990108657680206441	1473730-9
99370673821606441; 990108657700206441	1473732-2
99370671231206441; 990108657730206441	1473735-8
99370674189606441; 990108657760206441	1473741-3
99370676423506441; 990108657770206441	1473742-5
99370676911406441; 990108657830206441	1473748-6
99370673129806441; 990108657880206441	1473755-3
99370672950806441; 990056694930206441	1473758-9
99370673125906441; 990108657920206441	1473760-7
99370672812506441; 990056713480206441	1473778-4
99370674936206441; 990108658130206441	1473788-7
990108658140206441; 99370695175206441	1473789-9
99370674522606441; 990056713500206441	1473792-9
99370674819606441; 990108658160206441	1473793-0
99370676018106441; 990108658180206441	1473795-4
99370681933106441; 990056694940206441	1473797-8
99370676916306441; 990108658220206441	1473800-4
99370678623506441; 990108658260206441	1473804-1
990056694950206441; 99370675016506441	1473813-2
99370673125206441; 990108658400206441	1473822-3
99370670727006441; 990108658420206441	1473824-7
99370678624306441; 990108658430206441	1473825-9
99370673691906441; 990108658470206441	1473829-6
99370679339206441; 990108658480206441	1473830-2
99370672198206441; 990108658490206441	1473831-4
99370695845106441; 990108658500206441	1473832-6
99370676051706441; 990108658580206441	1473840-5
99370676048506441; 990108658610206441	1473843-0
99370679079206441; 990108658990206441	1473891-0
990056652180206441; 99370684605906441	1474033-3
99370671964806441; 990108660660206441	1474117-9
99370674608206441; 990108660810206441	1474143-X
99370674800706441; 990108661350206441	1474206-8
990056693450206441; 99371147099506441	1474239-1
99370682417106441; 990056673800206441	1474251-2
99370679084606441; 990108661960206441	1474283-4
99370679181806441; 990108662120206441	1474316-4
99370697610006441; 990108662270206441	1474334-6
99370672078106441; 990108662850206441	1474415-6
990108663020206441; 99370684163606441	1474434-X
99370673504606441; 990108663080206441	1474444-2
990108663170206441; 99370688779406441	1474456-9
99370671256106441; 99370675248306441; 990056713520206441	1474461-2
99370674529506441; 990056713530206441	1474465-X
99370707953106441; 990108663340206441; 99370675248206441	1474481-8
99370689054006441; 990108663770206441	1474539-2
99370670727806441; 990108663830206441	1474545-8
990108663890206441; 99370675984906441	1474551-3
99370675256806441; 990056706370206441	1474559-8
990108664030206441; 99370691764806441	1474566-5
990108664150206441; 99370683359806441	1474578-1
990108664300206441; 99370677277106441	1474598-7
990108664310206441; 99370673122506441	1474599-9
99370673130506441; 990108664330206441	1474602-5
99370685018106441; 990056657140206441	1474604-9
990056662500206441; 99370670720706441	1474637-2
99370676418406441; 990056673830206441	1474638-4
990108664720206441; 99370672781106441	1474676-1
990108664740206441; 99370670531206441	1474678-5
990108664970206441; 99370676055706441	1474703-0
99370671266206441; 990056673850206441	1474757-1
99370671023406441; 990108665730206441	1474816-2
99370687540806441; 990108665740206441	1474817-4
99370675983406441; 990056697730206441; 991005789379706485	1474822-8
99370674329706441; 990108665800206441	1474827-7
99370679084806441; 990108665810206441	1474828-9
990108665950206441; 99370682772906441	1474847-2
99370673636706441; 990056697740206441	1474856-3
990108666050206441; 99370671253306441	1474861-7
99370673526406441; 990108666130206441	1474875-7
99370675990606441; 990108666160206441	1474879-4
99370676047506441; 990056706380206441	1474892-7
99370676046906441; 990108666280206441	1474896-4
99370677284606441; 990108666330206441	1474902-6
99370671255306441; 990108666350206441	1474904-X
99370675098306441; 990108666380206441	1474909-9
99370672454906441; 990056700060206441	1474912-9
990108666440206441; 99370673816606441	1474919-1
99370695446306441; 990108666450206441	1474920-8
99370672072406441; 990108666460206441	1474922-1
990108666490206441; 99370672773606441	1474927-0
99370676017406441; 990108666550206441	1474933-6
99370670494406441; 990108666650206441	1474943-9
99370670835606441; 990056673860206441	1474947-6
99370678535506441; 990056673870206441	1474949-X
99370686491006441; 990108666770206441	1474968-3
990108666830206441; 99370699938506441	1474976-2
99370679182206441; 990108666940206441	1474999-3
99370694767406441; 990108667010206441	1475007-7
99370673454306441; 990056673880206441	1475009-0
990056673900206441; 99370672862306441	1475013-2
99370675988706441; 990108667040206441	1475014-4
99370676016206441; 990108667050206441	1475015-6
99370670492106441; 990056708710206441	1475023-5
99370679078206441; 990108667110206441	1475025-9
99370677488406441; 990056673910206441	1475026-0
99370679285306441; 990056673920206441	1475027-2
990056700070206441; 99370679163006441	1475030-2
99370672772506441; 990108667130206441	1475032-6
99370675987706441; 990056697760206441	1475037-5
990056711300206441; 99370686332106441	1475078-8
99370685017706441; 990056708720206441	1475085-5
99370674802706441; 990108667450206441	1475090-9
99370692034006441; 990108668220206441	1475212-8
99370671023706441; 990108668400206441	1475239-6
99370693499206441; 990108668440206441	1475244-X
99370676563206441; 990056673950206441	1475255-4
990108668530206441; 99370689204006441	1475257-8
99370696702906441; 990056711320206441	1475267-0
990056708730206441; 99370676023506441	1475274-8
99370676051906441; 990056708740206441	1475280-3
99370675255906441; 990056708750206441	1475290-6
99370670498206441; 990108668840206441	1475314-5
99370675872806441; 990108668870206441	1475318-2
99370679337206441; 990108669050206441	1475353-4
99370670722306441; 990108669170206441	1475375-3
99370673688606441; 990108669250206441	1475384-4
990108669280206441; 99370676746006441	1475387-X
990056673970206441; 99370698001806441	1475424-1
990108669600206441; 99370695217106441	1475425-3
990056673980206441; 99370687347806441	1475429-0
990108669790206441; 99370671966706441	1475447-2
99370672860506441; 990108669830206441	1475451-4
99370670723506441; 990108669860206441	1475454-X
99370670722606441; 990108669920206441	1475460-5
99370683950906441; 990108670120206441	1475484-8
99370674186706441; 990056697770206441	1475486-1
99370670722906441; 990108670140206441	1475491-5
99370672866006441; 990108670180206441	1475496-4
990056697780206441; 99370675513106441	1475501-4
99370675985206441; 990056695000206441	1475513-0
99370674416906441; 990108670330206441	1475519-1
99370671686306441; 990108670350206441	1475521-X
99370674917206441; 990108670380206441	1475524-5
99370671681306441; 990108670390206441; 991000007439706485	1475525-7
99370674423606441; 990108670400206441	1475526-9
99370670490406441; 990108670410206441	1475527-0
99370672774506441; 990108670420206441	1475529-4
99370670706206441; 990108670430206441	1475530-0
99370674419306441; 990108670440206441	1475531-2
99370677064106441; 990056662520206441	1475536-1
99370677093206441; 990056700090206441	1475539-7
99370686490406441; 990108670480206441	1475541-5
99370678714906441; 990108670680206441	1475571-3
99370697365106441; 990108670710206441	1475577-4
99370675663206441; 990056708760206441	1475589-0
99370853058006441; 990108670950206441	1475605-5
990108671450206441; 99370671235606441	1475666-3
99370674911806441; 990108671650206441	1475688-2
99370674916506441; 990108671820206441	1475712-6
99370671683506441; 990108671870206441	1475719-9
99370676937306441; 99370676420906441; 990108671910206441	1475723-0
99370671686506441; 990108672020206441	1475734-5
99370675262006441; 990108672050206441	1475737-0
99370671961406441; 990108672120206441	1475751-5
990108672260206441; 99370672455106441	1475767-9
99370672638806441; 990108672330206441	1475775-8
